,Series Name,Series Code
348,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot
349,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot
350,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot
351,Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot
352,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot
353,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot
354,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot
355,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot
356,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot
357,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot
358,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot
359,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD
360,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS
361,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD
362,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS
363,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS
364,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS
365,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS
366,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS
367,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD
368,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD
369,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS
370,Customs and other import duties (current LCU),GC.TAX.IMPT.CN
371,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS
372,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN
373,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",DT.TDS.DPPF.XP.ZS
374,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD
375,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD
376,Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS
377,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS
378,Deposit interest rate (%),FR.INR.DPST
379,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3
380,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ
381,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS
382,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS
383,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH
384,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ
385,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN
386,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN
387,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS
388,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS
389,Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS
390,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS
391,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS
392,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS
393,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD
394,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD
395,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS
396,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD
397,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD
398,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD
399,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
400,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ
401,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ
402,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS
403,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS
404,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS
405,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS
406,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS
407,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS
408,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS
409,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS
410,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS
411,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS
412,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS
413,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS
414,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS
415,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS
416,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS
417,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS
418,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS
419,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS
420,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS
421,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS
422,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",SE.TER.CUAT.ST.ZS
423,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS
424,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.UP.MA.ZS
425,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS
426,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC
427,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS
428,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
429,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS
430,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS
431,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS
432,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS
433,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS
434,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS
435,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH
436,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS
437,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS
438,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS
439,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS
440,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS
441,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS
442,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS
443,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS
444,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS
445,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS
446,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS
447,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS
448,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS
449,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS
450,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS
451,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS
452,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS
453,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS
454,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS
455,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS
456,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS
457,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS
458,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS
459,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS
460,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
461,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD
462,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS
463,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
464,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD
465,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS
466,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS
467,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS
468,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS
469,Expense (% of GDP),GC.XPN.TOTL.GD.ZS
470,Expense (current LCU),GC.XPN.TOTL.CN
471,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD
472,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD
473,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD
474,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN
475,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS
476,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD
477,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG
478,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD
479,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN
480,Exports of goods and services (current LCU),NE.EXP.GNFS.CN
481,Exports of goods and services (current US$),NE.EXP.GNFS.CD
482,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD
483,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS
484,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN
485,External balance on goods and services (current LCU),NE.RSB.GNFS.CN
486,External balance on goods and services (current US$),NE.RSB.GNFS.CD
487,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS
488,"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD
489,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD
490,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD
491,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD
492,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD
493,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS
494,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS
495,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD
496,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD
497,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS
498,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS
499,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE
500,Female pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.FE
501,Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS
502,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
503,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS
504,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS
505,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS
506,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG
507,Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD
508,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN
509,Final consumption expenditure (current LCU),NE.CON.TOTL.CN
510,Final consumption expenditure (current US$),NE.CON.TOTL.CD
511,Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN
512,Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN
513,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS
514,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS
515,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS
516,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS
517,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS
518,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS
519,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS
520,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS
521,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS
522,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS
523,Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS
524,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS
525,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS
526,"Fish species, threatened",EN.FSH.THRD.NO
527,Fixed broadband subscriptions,IT.NET.BBND
528,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2
529,Fixed telephone subscriptions,IT.MLT.MAIN
530,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2
531,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN
532,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN
533,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD
534,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN
535,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD
536,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS
537,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD
538,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS
539,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD
540,Forest area (% of land area),AG.LND.FRST.ZS
541,Forest area (sq. km),AG.LND.FRST.K2
542,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS
543,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
544,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN
545,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN
546,GDP (constant 2015 US$),NY.GDP.MKTP.KD
547,GDP (constant LCU),NY.GDP.MKTP.KN
548,GDP (current LCU),NY.GDP.MKTP.CN
549,GDP (current US$),NY.GDP.MKTP.CD
550,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS
551,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD
552,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
553,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD
554,GDP per capita (constant LCU),NY.GDP.PCAP.KN
555,GDP per capita (current LCU),NY.GDP.PCAP.CN
556,GDP per capita (current US$),NY.GDP.PCAP.CD
557,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG
558,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD
559,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD
560,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD
561,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP
562,GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD
563,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD
564,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD
565,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD
566,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
567,GNI (constant 2015 US$),NY.GNP.MKTP.KD
568,GNI (constant LCU),NY.GNP.MKTP.KN
569,GNI (current LCU),NY.GNP.MKTP.CN
570,GNI (current US$),NY.GNP.MKTP.CD
571,GNI growth (annual %),NY.GNP.MKTP.KD.ZG
572,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD
573,GNI per capita (constant LCU),NY.GNP.PCAP.KN
574,GNI per capita (current LCU),NY.GNP.PCAP.CN
575,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG
576,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD
577,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD
578,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD
579,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD
580,"GNI, PPP (constant 2017 international $)",NY.GNP.MKTP.PP.KD
581,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD
582,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD
583,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS
584,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG
585,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD
586,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN
587,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN
588,General government final consumption expenditure (current US$),NE.CON.GOVT.CD
589,Gini index,SI.POV.GINI
590,Goods and services expense (% of expense),GC.XPN.GSRV.ZS
591,Goods and services expense (current LCU),GC.XPN.GSRV.CN
592,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD
593,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD
594,Government Effectiveness: Estimate,GE.EST
595,Government Effectiveness: Number of Sources,GE.NO.SRC
596,Government Effectiveness: Percentile Rank,GE.PER.RNK
597,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER
598,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER
599,Government Effectiveness: Standard Error,GE.STD.ERR
600,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
601,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
602,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS
603,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS
604,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS
605,Grants and other revenue (% of revenue),GC.REV.GOTR.ZS
606,Grants and other revenue (current LCU),GC.REV.GOTR.CN
607,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD
608,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS
609,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG
610,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD
611,Gross capital formation (constant LCU),NE.GDI.TOTL.KN
612,Gross capital formation (current LCU),NE.GDI.TOTL.CN
613,Gross capital formation (current US$),NE.GDI.TOTL.CD
614,Gross domestic income (constant LCU),NY.GDY.TOTL.KN
615,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS
616,Gross domestic savings (current LCU),NY.GDS.TOTL.CN
617,Gross domestic savings (current US$),NY.GDS.TOTL.CD
618,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS
619,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG
620,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD
621,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN
622,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN
623,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD
624,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS
625,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN
626,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",SE.PRM.GINT.FE.ZS
627,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",SE.PRM.GINT.MA.ZS
628,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS
629,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS
630,Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD
631,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN
632,Gross national expenditure (current LCU),NE.DAB.TOTL.CN
633,Gross national expenditure (current US$),NE.DAB.TOTL.CD
634,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS
635,Gross savings (% of GDP),NY.GNS.ICTR.ZS
636,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS
637,Gross savings (current LCU),NY.GNS.ICTR.CN
638,Gross savings (current US$),NY.GNS.ICTR.CD
639,Gross value added at basic prices (GVA) (constant 2015 US$),NY.GDP.FCST.KD
640,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN
641,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN
642,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD
643,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE
644,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS
645,High-technology exports (current US$),TX.VAL.TECH.CD
646,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
647,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG
648,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD
649,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN
650,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN
651,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD
652,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD
653,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG
654,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD
655,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD
656,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS
657,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD
658,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL
659,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE
660,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE
661,"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE
662,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB
663,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA
664,"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA
665,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA
666,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB
667,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD
668,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN
669,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN
670,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS
671,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD
672,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ
673,"IFC, private nonguaranteed (NFL, US$)",DT.NFL.NIFC.CD
674,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD
675,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG
676,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT
677,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB
678,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3
679,"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3
680,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS
681,"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2
682,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD
683,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD
684,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD
685,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS
686,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD
687,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG
688,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD
689,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN
690,Imports of goods and services (current LCU),NE.IMP.GNFS.CN
691,Imports of goods and services (current US$),NE.IMP.GNFS.CD
692,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD
693,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3
694,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS
695,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3
696,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3
697,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3
698,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD
699,Income share held by fourth 20%,SI.DST.04TH.20
700,Income share held by highest 10%,SI.DST.10TH.10
701,Income share held by highest 20%,SI.DST.05TH.20
702,Income share held by lowest 10%,SI.DST.FRST.10
703,Income share held by lowest 20%,SI.DST.FRST.20
704,Income share held by second 20%,SI.DST.02ND.20
