,Series Name,Series Code
363,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS
364,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5
365,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS
366,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS
367,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS
368,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5
369,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE
370,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA
371,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE
372,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA
373,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN
374,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN
375,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN
376,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT
377,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
378,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE
379,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA
380,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS
381,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD
382,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD
383,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD
384,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD
385,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD
386,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD
387,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD
388,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD
389,Net domestic credit (current LCU),FM.AST.DOMS.CN
390,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD
391,"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD
392,Net foreign assets (current LCU),FM.AST.NFRG.CN
393,Net migration,SM.POP.NETM
394,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS
395,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS
396,Net official development assistance and official aid received (constant 2020 US$),DT.ODA.ALLD.KD
397,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD
398,Net official development assistance received (constant 2020 US$),DT.ODA.ODAT.KD
399,Net official development assistance received (current US$),DT.ODA.ODAT.CD
400,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD
401,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD
402,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN
403,Net primary income (Net income from abroad) (current US$),NY.GSR.NFCY.CD
404,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD
405,Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN
406,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD
407,"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD
408,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD
409,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE
410,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE
411,Number of deaths ages 10-14 years,SH.DTH.1014
412,Number of deaths ages 15-19 years,SH.DTH.1519
413,Number of deaths ages 20-24 years,SH.DTH.2024
414,Number of deaths ages 5-9 years,SH.DTH.0509
415,Number of infant deaths,SH.DTH.IMRT
416,Number of maternal deaths,SH.MMR.DTHS
417,Number of neonatal deaths,SH.DTH.NMRT
418,Number of under-five deaths,SH.DTH.MORT
419,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF
420,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS
421,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN
422,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN
423,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS
424,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS
425,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD
426,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD
427,People practicing open defecation (% of population),SH.STA.ODFC.ZS
428,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS
429,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS
430,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS
431,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS
432,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS
433,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS
434,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS
435,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS
436,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
437,Permanent cropland (% of land area),AG.LND.CROP.ZS
438,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT
439,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS
440,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT
441,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD
442,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
443,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC
444,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK
445,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER
446,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER
447,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR
448,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y
449,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y
450,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS
451,"Population ages 0-14, female",SP.POP.0014.FE.IN
452,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS
453,"Population ages 0-14, male",SP.POP.0014.MA.IN
454,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS
455,"Population ages 0-14, total",SP.POP.0014.TO
456,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y
457,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y
458,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y
459,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y
460,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y
461,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y
462,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS
463,"Population ages 15-64, female",SP.POP.1564.FE.IN
464,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS
465,"Population ages 15-64, male",SP.POP.1564.MA.IN
466,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS
467,"Population ages 15-64, total",SP.POP.1564.TO
468,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y
469,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y
470,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y
471,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y
472,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y
473,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y
474,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y
475,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y
476,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y
477,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y
478,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y
479,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y
480,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y
481,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y
482,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y
483,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y
484,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y
485,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y
486,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
487,"Population ages 65 and above, female",SP.POP.65UP.FE.IN
488,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS
489,"Population ages 65 and above, male",SP.POP.65UP.MA.IN
490,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS
491,"Population ages 65 and above, total",SP.POP.65UP.TO
492,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y
493,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y
494,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y
495,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y
496,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y
497,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y
498,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y
499,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y
500,Population density (people per sq. km of land area),EN.POP.DNST
501,Population growth (annual %),SP.POP.GROW
502,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS
503,"Population, female",SP.POP.TOTL.FE.IN
504,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS
505,"Population, male",SP.POP.TOTL.MA.IN
506,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS
507,"Population, total",SP.POP.TOTL
508,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD
509,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP
510,"PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP
511,"Preprimary education, duration (years)",SE.PRE.DURS
512,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS
513,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS
514,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM
515,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS
516,"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS
517,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS
518,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
519,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF
520,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS
521,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS
522,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS
523,"Primary education, duration (years)",SE.PRM.DURS
524,"Primary education, pupils",SE.PRM.ENRL
525,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS
526,"Primary education, teachers",SE.PRM.TCHR
527,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS
528,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD
529,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD
530,Primary school starting age (years),SE.PRM.AGES
531,Private credit bureau coverage (% of adults),IC.CRD.PRVT.ZS
532,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014
533,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519
534,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509
535,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024
536,Procedures to build a warehouse (number),IC.WRH.PROC
537,Procedures to register property (number),IC.PRP.PROC
538,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS
539,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
540,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS
541,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
542,Refugee population by country or territory of asylum,SM.POP.REFG
543,Refugee population by country or territory of origin,SM.POP.REFG.OR
544,Regulatory Quality: Estimate,RQ.EST
545,Regulatory Quality: Number of Sources,RQ.NO.SRC
546,Regulatory Quality: Percentile Rank,RQ.PER.RNK
547,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER
548,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER
549,Regulatory Quality: Standard Error,RQ.STD.ERR
550,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
551,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
552,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC
553,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3
554,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD
555,Rule of Law: Estimate,RL.EST
556,Rule of Law: Number of Sources,RL.NO.SRC
557,Rule of Law: Percentile Rank,RL.PER.RNK
558,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER
559,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER
560,Rule of Law: Standard Error,RL.STD.ERR
561,Rural population,SP.RUR.TOTL
562,Rural population (% of total population),SP.RUR.TOTL.ZS
563,Rural population growth (annual %),SP.RUR.TOTL.ZG
564,"School enrollment, preprimary (% gross)",SE.PRE.ENRR
565,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE
566,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA
567,"School enrollment, primary (% gross)",SE.PRM.ENRR
568,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS
569,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
570,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE
571,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA
572,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS
573,"School enrollment, secondary (% gross)",SE.SEC.ENRR
574,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS
575,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE
576,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA
577,"School enrollment, tertiary (% gross)",SE.TER.ENRR
578,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS
579,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA
580,Scientific and technical journal articles,IP.JRN.ARTC.SC
581,"Secondary education, duration (years)",SE.SEC.DURS
582,"Secondary education, pupils",SE.SEC.ENRL
583,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD
584,"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD
585,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS
586,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS
587,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS
588,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD
589,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD
590,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS
591,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG
592,"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD
593,"Services, value added (constant LCU)",NV.SRV.TOTL.KN
594,"Services, value added (current LCU)",NV.SRV.TOTL.CN
595,"Services, value added (current US$)",NV.SRV.TOTL.CD
596,"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD
597,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF
598,Start-up procedures to register a business (number),IC.REG.PROC
599,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE
600,"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA
601,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1
602,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5
603,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5
604,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5
605,Surface area (sq. km),AG.SRF.TOTL.K2
606,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS
607,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS
608,Tax payments (number),IC.TAX.PAYM
609,Taxes less subsidies on products (constant LCU),NY.TAX.NIND.KN
610,Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN
611,Taxes less subsidies on products (current US$),NY.TAX.NIND.CD
612,Time required to build a warehouse (days),IC.WRH.DURS
613,Time required to enforce a contract (days),IC.LGL.DURS
614,Time required to register property (days),IC.PRP.DURS
615,Time required to start a business (days),IC.REG.DURS
616,"Time required to start a business, female (days)",IC.REG.DURS.FE
617,"Time required to start a business, male (days)",IC.REG.DURS.MA
618,Time to prepare and pay taxes (hours),IC.TAX.DURS
619,Time to resolve insolvency (years),IC.ISV.DURS
620,Total fisheries production (metric tons),ER.FSH.PROD.MT
621,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE
622,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS
623,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD
624,Total reserves in months of imports,FI.RES.TOTL.MO
625,Total reserves minus gold (current US$),FI.RES.XGLD.CD
626,Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS
627,Trade (% of GDP),NE.TRD.GNFS.ZS
628,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS
629,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT
630,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT
631,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS
632,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS
633,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT
634,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT
635,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS
636,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS
637,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS
638,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS
639,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS
640,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS
641,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
642,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS
643,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS
644,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS
645,Urban population,SP.URB.TOTL
646,Urban population (% of total population),SP.URB.TOTL.IN.ZS
647,Urban population growth (annual %),SP.URB.GROW
648,Voice and Accountability: Estimate,VA.EST
649,Voice and Accountability: Number of Sources,VA.NO.SRC
650,Voice and Accountability: Percentile Rank,VA.PER.RNK
651,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER
652,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER
653,Voice and Accountability: Standard Error,VA.STD.ERR
654,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS
655,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS
656,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS
657,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS
658,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS
659,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS
660,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD
661,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX
662,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS
663,"Age dependency ratio, old",SP.POP.DPND.OL
664,"Age dependency ratio, young",SP.POP.DPND.YG
665,"Age population, age 00, female, interpolated",SP.POP.AG00.FE.IN
666,"Age population, age 00, male, interpolated",SP.POP.AG00.MA.IN
667,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN
668,"Age population, age 01, male, interpolated",SP.POP.AG01.MA.IN
669,"Age population, age 02, female, interpolated",SP.POP.AG02.FE.IN
670,"Age population, age 02, male, interpolated",SP.POP.AG02.MA.IN
671,"Age population, age 03, female, interpolated",SP.POP.AG03.FE.IN
672,"Age population, age 03, male, interpolated",SP.POP.AG03.MA.IN
673,"Age population, age 04, female, interpolated",SP.POP.AG04.FE.IN
674,"Age population, age 04, male, interpolated",SP.POP.AG04.MA.IN
675,"Age population, age 05, female, interpolated",SP.POP.AG05.FE.IN
676,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN
677,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN
678,"Age population, age 06, male, interpolated",SP.POP.AG06.MA.IN
679,"Age population, age 07, female, interpolated",SP.POP.AG07.FE.IN
680,"Age population, age 07, male, interpolated",SP.POP.AG07.MA.IN
681,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN
682,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN
683,"Age population, age 09, female, interpolated",SP.POP.AG09.FE.IN
684,"Age population, age 09, male, interpolated",SP.POP.AG09.MA.IN
685,"Age population, age 10, female, interpolated",SP.POP.AG10.FE.IN
686,"Age population, age 10, male, interpolated",SP.POP.AG10.MA.IN
687,"Age population, age 11, female, interpolated",SP.POP.AG11.FE.IN
688,"Age population, age 11, male, interpolated",SP.POP.AG11.MA.IN
689,"Age population, age 12, female, interpolated",SP.POP.AG12.FE.IN
690,"Age population, age 12, male, interpolated",SP.POP.AG12.MA.IN
691,"Age population, age 13, female, interpolated",SP.POP.AG13.FE.IN
692,"Age population, age 13, male, interpolated",SP.POP.AG13.MA.IN
693,"Age population, age 14, female, interpolated",SP.POP.AG14.FE.IN
694,"Age population, age 14, male, interpolated",SP.POP.AG14.MA.IN
695,"Age population, age 15, female, interpolated",SP.POP.AG15.FE.IN
696,"Age population, age 15, male, interpolated",SP.POP.AG15.MA.IN
697,"Age population, age 16, female, interpolated",SP.POP.AG16.FE.IN
698,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN
699,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN
700,"Age population, age 17, male, interpolated",SP.POP.AG17.MA.IN
701,"Age population, age 18, female, interpolated",SP.POP.AG18.FE.IN
702,"Age population, age 18, male, interpolated",SP.POP.AG18.MA.IN
703,"Age population, age 19, female, interpolated",SP.POP.AG19.FE.IN
704,"Age population, age 19, male, interpolated",SP.POP.AG19.MA.IN
705,"Age population, age 20, female, interpolated",SP.POP.AG20.FE.IN
706,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN
707,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN
708,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN
709,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN
710,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN
711,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN
712,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN
713,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN
714,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN
715,"Age population, age 25, female, interpolated",SP.POP.AG25.FE.IN
716,"Age population, age 25, male, interpolated",SP.POP.AG25.MA.IN
717,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD
718,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG
719,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3
720,"Immunization, Pol3 (% of one-year-old children)",SH.IMM.POL3
721,"Immunization, measles second dose (% of children by the nationally recommended age)",SH.IMM.MEA2
722,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5
723,"Mortality caused by road traffic injury, female (per 100,000 female population)",SH.STA.TRAF.FE.P5
724,"Mortality caused by road traffic injury, male (per 100,000 male population)",SH.STA.TRAF.MA.P5
725,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT
726,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE
727,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA
728,"Number of deaths ages 10-14 years, female",SH.DTH.1014.FE
729,"Number of deaths ages 10-14 years, male",SH.DTH.1014.MA
730,Number of deaths ages 10-19 years,SH.DTH.1019
731,"Number of deaths ages 10-19 years, female",SH.DTH.1019.FE
732,"Number of deaths ages 10-19 years, male",SH.DTH.1019.MA
733,"Number of deaths ages 15-19 years, female",SH.DTH.1519.FE
734,"Number of deaths ages 15-19 years, male",SH.DTH.1519.MA
735,"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE
736,"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA
737,"Number of deaths ages 5-9 years, female",SH.DTH.0509.FE
738,"Number of deaths ages 5-9 years, male",SH.DTH.0509.MA
739,"Number of infant deaths, female",SH.DTH.IMRT.FE
740,"Number of infant deaths, male",SH.DTH.IMRT.MA
741,Number of stillbirths,SH.DTH.STLB
742,"Number of under-five deaths, female",SH.DTH.MORT.FE
743,"Number of under-five deaths, male",SH.DTH.MORT.MA
744,"People using at least basic sanitation services, urban  (% of urban population)",SH.STA.BASS.UR.ZS
745,"Population ages 00-04, female",SP.POP.0004.FE
746,"Population ages 00-04, male",SP.POP.0004.MA
747,"Population ages 00-14, total",SP.POP.0014.TO
748,"Population ages 05-09, female",SP.POP.0509.FE
749,"Population ages 05-09, male",SP.POP.0509.MA
750,"Population ages 10-14, female",SP.POP.1014.FE
751,"Population ages 10-14, male",SP.POP.1014.MA
752,"Population ages 15-19, female",SP.POP.1519.FE
753,"Population ages 15-19, male",SP.POP.1519.MA
754,"Population ages 20-24, female",SP.POP.2024.FE
755,"Population ages 20-24, male",SP.POP.2024.MA
756,"Population ages 25-29, female",SP.POP.2529.FE
757,"Population ages 25-29, male",SP.POP.2529.MA
