,Category,Series Name,Series Code
313,Poverty,Income share held by second 20%,SI.DST.02ND.20
314,Gender,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN
315,Economy & Growth,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG
316,Environment,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS
317,Environment,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS
318,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS
319,Gender,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y
320,Aid Effectiveness,"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD
321,Economy & Growth,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN
322,Education,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS
323,Public Sector,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER
324,Education,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS
325,Infrastructure,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ
326,Private Sector,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD
327,Education,"Net ODA provided, total (constant 2020 US$)",DC.ODA.TOTL.KD
328,Gender,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK
329,External Debt,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS
330,Education,"Secondary education, teachers",SE.SEC.TCHR
331,Economy & Growth,"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS
332,Health,"Prevalence of hypertension, male (% of male adults ages 30-79)",SH.HTN.PREV.MA.ZS
333,Health,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y
334,Education,"School enrollment, secondary (% gross)",SE.SEC.ENRR
335,Economy & Growth,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN
336,Environment,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS
337,Environment,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE
338,Health,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y
339,Education,"Primary education, pupils",SE.PRM.ENRL
340,Poverty,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT
341,Education,"Secondary education, pupils",SE.SEC.ENRL
342,Private Sector,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD
343,Education,"Children out of school, primary",SE.PRM.UNER
344,Public Sector,Goods and services expense (current LCU),GC.XPN.GSRV.CN
345,Health,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS
346,Economy & Growth,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD
347,Health,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN
348,Aid Effectiveness,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS
349,Economy & Growth,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG
350,Education,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
351,Public Sector,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC
352,Economy & Growth,GNI growth (annual %),NY.GNP.MKTP.KD.ZG
353,Gender,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS
354,Health,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
355,Gender,"Age population, age 06, female, interpolated",SP.POP.AG06.FE.IN
356,Environment,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
357,Health,"Population ages 65 and above, female",SP.POP.65UP.FE.IN
358,Public Sector,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ
359,Gender,"Population ages 80 and above, male",SP.POP.80UP.MA
360,Aid Effectiveness,"Net official flows from UN agencies, UNRWA (current US$)",DT.NFL.UNRW.CD
361,Health,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y
362,Economy & Growth,"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD
363,Health,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS
364,Environment,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS
365,Aid Effectiveness,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS
366,Public Sector,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV
367,Health,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y
368,Gender,"Age population, age 16, male, interpolated",SP.POP.AG16.MA.IN
369,Health,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT
370,Economy & Growth,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS
371,Health,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN
372,Health,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y
373,Health,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y
374,Social Development,Coverage of social safety net programs in poorest quintile (% of population),per_sa_allsa.cov_q1_tot
375,Health,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y
376,External Debt,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD
377,Gender,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS
378,Public Sector,"Human capital index (HCI), female, upper bound (scale 0-1)",HD.HCI.OVRL.UB.FE
379,Health,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS
380,Health,"Population ages 65 and above, male",SP.POP.65UP.MA.IN
381,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS
382,Science & Technology,"Patent applications, nonresidents",IP.PAT.NRES
383,Public Sector,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
384,Gender,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS
385,Financial Sector,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD
386,External Debt,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD
387,Private Sector,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT
388,Economy & Growth,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS
389,Social Development,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS
390,Economy & Growth,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS
391,Gender,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS
392,Social Development,Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot
393,Health,"Prevalence of overweight (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS
394,Economy & Growth,Final consumption expenditure (current LCU),NE.CON.TOTL.CN
395,Public Sector,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE
396,Poverty,Income share held by highest 20%,SI.DST.05TH.20
397,Economy & Growth,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG
398,Economy & Growth,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD
399,Health,"Probability of dying among youth ages 20-24 years, male (per 1,000)",SH.DYN.2024.MA
400,External Debt,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD
401,Economy & Growth,Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS
402,Public Sector,Customs and other import duties (current LCU),GC.TAX.IMPT.CN
403,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS
404,Health,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS
405,Health,Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS
406,Gender,Ratio of young literate females to males (% ages 15-24),SE.ADT.1524.LT.FM.ZS
407,Private Sector,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD
408,Education,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR
409,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS
410,Financial Sector,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD
411,Education,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA
412,Economy & Growth,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD
413,Health,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS
414,Social Development,Coverage of social safety net programs in 4th quintile (% of population),per_sa_allsa.cov_q4_tot
415,Gender,"Population ages 45-49, female",SP.POP.4549.FE
416,Gender,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS
417,Private Sector,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT
418,Science & Technology,Scientific and technical journal articles,IP.JRN.ARTC.SC
419,Financial Sector,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS
420,Health,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y
421,Environment,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS
422,Economy & Growth,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS
423,Education,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS
424,Health,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y
425,Urban Development,Population density (people per sq. km of land area),EN.POP.DNST
426,Public Sector,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER
427,Health,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y
428,Financial Sector,Wholesale price index (2010 = 100),FP.WPI.TOTL
429,Environment,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS
430,Health,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y
431,Economy & Growth,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN
432,Gender,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS
433,Economy & Growth,Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN
434,External Debt,"PPG, private creditors (NFL, US$)",DT.NFL.PRVT.CD
435,Economy & Growth,Net secondary income (Net current transfers from abroad) (constant LCU),NY.TRF.NCTR.KN
436,Economy & Growth,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS
437,Aid Effectiveness,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD
438,Economy & Growth,Net primary income (Net income from abroad) (constant LCU),NY.GSR.NFCY.KN
439,Health,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS
440,Public Sector,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR
441,Private Sector,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS
442,Social Development,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS
443,Energy & Mining,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP
444,Education,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS
445,Gender,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE
446,External Debt,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD
447,Economy & Growth,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG
448,Environment,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE
449,Health,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y
450,Environment,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
451,Gender,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)",SG.DMK.SRCR.FN.ZS
452,Financial Sector,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS
453,Energy & Mining,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS
454,Public Sector,"Human capital index (HCI), female (scale 0-1)",HD.HCI.OVRL.FE
455,Education,"Preprimary education, duration (years)",SE.PRE.DURS
456,Education,"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS
457,Aid Effectiveness,"Net official flows from UN agencies, UNIDIR (current US$)",DT.NFL.UNID.CD
458,Social Development,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS
459,Private Sector,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS
460,Private Sector,"Time required to start a business, female (days)",IC.REG.DURS.FE
461,Social Development,Coverage of unemployment benefits and ALMP in richest quintile (% of population),per_lm_alllm.cov_q5_tot
462,Economy & Growth,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD
463,Economy & Growth,Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN
464,Economy & Growth,Exports of goods and services (current LCU),NE.EXP.GNFS.CN
465,Economy & Growth,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD
466,Social Development,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS
467,Private Sector,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS
468,External Debt,"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD
469,Gender,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS
470,Education,Number of deaths ages 10-14 years,SH.DTH.1014
471,Environment,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD
472,Economy & Growth,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD
473,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS
474,Energy & Mining,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
475,Gender,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX
476,Public Sector,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ
477,Public Sector,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN
478,Gender,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT
479,Private Sector,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD
480,Gender,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS
481,Health,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5
482,Economy & Growth,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS
483,Health,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS
484,Economy & Growth,GNI per capita (current LCU),NY.GNP.PCAP.CN
485,Health,"Number of under-five deaths, male",SH.DTH.MORT.MA
486,Aid Effectiveness,"Net official flows from UN agencies, WHO (current US$)",DT.NFL.WHOL.CD
487,Environment,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS
488,Health,Children orphaned by HIV/AIDS,SH.HIV.ORPH
489,Social Development,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot
490,Private Sector,"International tourism, number of departures",ST.INT.DPRT
491,Health,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF
492,Aid Effectiveness,"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD
493,Health,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS
494,Economy & Growth,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG
495,Economy & Growth,Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS
496,External Debt,"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD
497,Economy & Growth,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN
498,Energy & Mining,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC
499,Public Sector,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5
500,Health,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y
501,Energy & Mining,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS
502,Public Sector,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB
503,Economy & Growth,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN
504,Social Development,"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS
505,Economy & Growth,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD
506,Health,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y
507,Education,"School enrollment, tertiary (% gross)",SE.TER.ENRR
508,Gender,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS
509,Energy & Mining,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS
510,Economy & Growth,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD
511,Energy & Mining,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS
512,Environment,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
513,Social Development,"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS
514,Private Sector,Time required to build a warehouse (days),IC.WRH.DURS
515,Social Development,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),per_lm_alllm.cov_q4_tot
516,Financial Sector,"Depositors with commercial banks (per 1,000 adults)",FB.CBK.DPTR.P3
517,Public Sector,Interest payments (% of revenue),GC.XPN.INTP.RV.ZS
518,Environment,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS
519,Social Development,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot
520,Gender,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS
521,Gender,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS
522,Gender,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS
523,Public Sector,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS
524,Environment,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS
525,External Debt,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD
526,Aid Effectiveness,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD
527,Energy & Mining,Time to obtain an electrical connection (days),IC.ELC.DURS
528,Economy & Growth,"PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP
529,Environment,Capture fisheries production (metric tons),ER.FSH.CAPT.MT
530,Health,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y
531,Health,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS
532,Public Sector,Taxes on goods and services (% value added of industry and services),GC.TAX.GSRV.VA.ZS
533,Health,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
534,Health,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS
535,Social Development,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),per_lm_alllm.cov_q1_tot
536,Energy & Mining,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN
537,Social Development,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot
538,Economy & Growth,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD
539,Economy & Growth,Exports of goods and services (current US$),NE.EXP.GNFS.CD
540,Environment,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS
541,Gender,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS
542,Social Development,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
543,Social Development,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot
544,Economy & Growth,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG
545,Social Development,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS
546,Financial Sector,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS
547,Private Sector,Number of visits or required meetings with tax officials (average for affected firms),IC.TAX.METG
548,Public Sector,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ
549,Gender,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS
550,Economy & Growth,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD
551,Private Sector,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS
552,Education,Number of deaths ages 20-24 years,SH.DTH.2024
553,Environment,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS
554,Gender,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN
555,Education,"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS
556,External Debt,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD
557,Gender,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS
558,Environment,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD
559,Health,Capital health expenditure (% of GDP),SH.XPD.KHEX.GD.ZS
560,Private Sector,"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD
561,Health,"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS
562,External Debt,"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD
563,Gender,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS
564,Education,"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS
565,Social Development,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot
566,Gender,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS
567,Gender,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS
568,Health,"Population ages 0-14, male",SP.POP.0014.MA.IN
569,Health,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS
570,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS
571,Private Sector,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT
572,Private Sector,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD
573,Social Development,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS
574,Gender,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS
575,Social Development,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot
576,External Debt,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD
577,Environment,"Bird species, threatened",EN.BIR.THRD.NO
578,Economy & Growth,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN
579,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD
580,Financial Sector,Deposit interest rate (%),FR.INR.DPST
581,Environment,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS
582,Public Sector,Taxes on international trade (current LCU),GC.TAX.INTT.CN
583,Public Sector,Expense (current LCU),GC.XPN.TOTL.CN
584,Energy & Mining,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD
585,Health,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y
586,Aid Effectiveness,"Net official flows from UN agencies, UNEP (current US$)",DT.NFL.UNEP.CD
587,Health,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS
588,Health,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH
589,Private Sector,"International tourism, expenditures (current US$)",ST.INT.XPND.CD
590,Social Development,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS
591,Financial Sector,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3
592,Economy & Growth,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG
593,Economy & Growth,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD
594,Environment,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS
595,Private Sector,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS
596,Environment,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
597,Social Development,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot
598,Gender,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS
599,Health,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y
600,Environment,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ
601,Economy & Growth,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS
602,Social Development,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS
603,Education,"Labor force, total",SL.TLF.TOTL.IN
604,Gender,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS
605,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS
606,Health,Number of infant deaths,SH.DTH.IMRT
607,Environment,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS
608,Social Development,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot
609,Economy & Growth,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS
610,Gender,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS
611,Private Sector,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD
612,Economy & Growth,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO
613,Poverty,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP
614,Private Sector,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD
615,Public Sector,Interest payments (current LCU),GC.XPN.INTP.CN
616,Health,"Population, male",SP.POP.TOTL.MA.IN
617,Climate Change,Agricultural land (sq. km),AG.LND.AGRI.K2
618,External Debt,"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS
619,Gender,"Population ages 60-64, male",SP.POP.6064.MA
620,Economy & Growth,Net primary income (Net income from abroad) (current LCU),NY.GSR.NFCY.CN
621,Economy & Growth,External balance on goods and services (current US$),NE.RSB.GNFS.CD
622,Gender,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS
623,Gender,"Age at first marriage, female",SP.DYN.SMAM.FE
624,Financial Sector,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD
625,Gender,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS
